Tick;Step;DateTime;0_Position;1_Position;ID
0;0;2019-01-01T11:00:00.0000000+01:00;0;1;91735b61-3357-4565-9b5f-488a2e45b6bd
0;0;2019-01-01T11:00:00.0000000+01:00;0;9;b94225e4-6fb3-4d5e-93a3-d7bf50120ca6
0;0;2019-01-01T11:00:00.0000000+01:00;49;51;5b163183-78a0-4b35-9f41-fb03803c5beb
0;0;2019-01-01T11:00:00.0000000+01:00;19;51;b1daabeb-9a12-4ee7-b2e7-f27a7ccd9967
0;0;2019-01-01T11:00:00.0000000+01:00;51;17;a69a76ea-2426-4c68-842a-bffb05d1c3db
0;0;2019-01-01T11:00:00.0000000+01:00;37;0;22fb3dc7-b560-41c4-a10c-2890ad49f182
0;0;2019-01-01T11:00:00.0000000+01:00;0;15;afefe50f-2a1b-4fe1-b7c6-54227786b33d
0;0;2019-01-01T11:00:00.0000000+01:00;21;0;85c25ef4-6c3c-43b1-a404-c4e06ed0ba7f
0;0;2019-01-01T11:00:00.0000000+01:00;35;51;73bfda3b-ef30-41b2-b3ba-d326e91299b5
0;0;2019-01-01T11:00:00.0000000+01:00;0;21;0b31100c-66c0-4297-a8e2-cb87b1d7ae1a
0;0;2019-01-01T11:00:00.0000000+01:00;51;6;6a705080-6cd8-4260-89bb-57999b3e0b86
0;0;2019-01-01T11:00:00.0000000+01:00;0;37;a343887d-06a3-4139-9651-f1b7cc4cdd39
0;0;2019-01-01T11:00:00.0000000+01:00;0;8;d1a9f049-691b-44eb-9e47-486a686d942b
0;0;2019-01-01T11:00:00.0000000+01:00;16;51;dcdcf7ce-0f46-473b-9137-e4cf1d23b2a5
0;0;2019-01-01T11:00:00.0000000+01:00;51;23;5e076113-6c20-46ea-944e-c47eddee1c61
0;0;2019-01-01T11:00:00.0000000+01:00;51;31;16bbbd5e-1d83-4289-9c8b-b0f2feb2ffdc
0;0;2019-01-01T11:00:00.0000000+01:00;51;38;6cbeb059-dd3f-494f-ba35-781902aca283
0;0;2019-01-01T11:00:00.0000000+01:00;51;33;d31fbc4d-45cf-4e53-bd9f-65305b53aaef
0;0;2019-01-01T11:00:00.0000000+01:00;34;0;3e6dbec5-906b-4f8c-aa65-7c4ad2e97132
0;0;2019-01-01T11:00:00.0000000+01:00;51;40;a68c10bf-d481-41ab-985a-6c53ee21ccae
0;0;2019-01-01T11:00:00.0000000+01:00;51;16;ea6e9fdc-c7bf-4b64-8726-f5f459e306b3
0;0;2019-01-01T11:00:00.0000000+01:00;51;27;1de30025-3194-4d76-845d-a32b71d3245d
0;0;2019-01-01T11:00:00.0000000+01:00;0;22;1b997522-4813-4acd-a762-e34faa4c32bc
0;0;2019-01-01T11:00:00.0000000+01:00;51;1;75af570e-0f48-4ce5-9ab5-92c9175b95a1
0;0;2019-01-01T11:00:00.0000000+01:00;51;37;5b675d2f-499f-46cf-b362-50d4d885f84b
0;0;2019-01-01T11:00:00.0000000+01:00;47;0;84b2a354-0fc0-42b0-bd08-12d0df3ac0b1
0;0;2019-01-01T11:00:00.0000000+01:00;51;43;976692be-7e5d-4923-8328-b84bbf300a2f
0;0;2019-01-01T11:00:00.0000000+01:00;49;0;d38f2e72-71ce-45e6-ad60-0b302bb9d498
0;0;2019-01-01T11:00:00.0000000+01:00;26;0;71a0497b-1459-4639-99b4-ca951e3218ae
0;0;2019-01-01T11:00:00.0000000+01:00;0;23;bd1753a4-5474-4008-a563-3671dd4fb14a
0;0;2019-01-01T11:00:00.0000000+01:00;41;51;f3f96379-c7df-4003-8be2-4f77939984ee
0;0;2019-01-01T11:00:00.0000000+01:00;7;0;8bc382ca-cac5-4b53-ba8c-0af78912d4c4
0;0;2019-01-01T11:00:00.0000000+01:00;0;41;07ee41d8-510d-4a71-a1d4-12c0f419fc66
0;0;2019-01-01T11:00:00.0000000+01:00;51;10;f8e031ef-c2d7-4469-9a92-667dc68105a4
0;0;2019-01-01T11:00:00.0000000+01:00;9;0;96f9846f-283d-47e6-984d-0080140a55a6
0;0;2019-01-01T11:00:00.0000000+01:00;51;18;72157a69-28da-46d1-9fb9-3da7f85ecc6b
0;0;2019-01-01T11:00:00.0000000+01:00;30;51;c6038f12-e370-4042-9145-36d5256fb3eb
0;0;2019-01-01T11:00:00.0000000+01:00;8;51;3e43f7a4-3ab2-41dd-8cc2-3412497ab277
0;0;2019-01-01T11:00:00.0000000+01:00;51;14;afb0158f-871a-46b1-958e-dde942932125
0;0;2019-01-01T11:00:00.0000000+01:00;20;0;8f8ba42d-bf10-49d2-9433-c230a94aab60
0;0;2019-01-01T11:00:00.0000000+01:00;0;20;7f1ce5f7-9808-42c4-b34c-67d71fee9a7e
0;0;2019-01-01T11:00:00.0000000+01:00;43;0;6d73ae53-d733-4cf6-a9a9-2a25eefe01d5
0;0;2019-01-01T11:00:00.0000000+01:00;40;0;28fe4fab-e4e1-420d-a87c-8250a4bf10c6
0;0;2019-01-01T11:00:00.0000000+01:00;51;49;5c1194f8-34da-4c70-9447-044ffd398450
0;0;2019-01-01T11:00:00.0000000+01:00;0;18;0ff92910-addf-472a-8561-f1b98670d503
0;0;2019-01-01T11:00:00.0000000+01:00;51;48;7cd4647f-2b3e-4eb1-8074-09440ee5cdff
0;0;2019-01-01T11:00:00.0000000+01:00;31;51;cd41b65e-490c-4ca7-8efa-0a90d54682d8
0;0;2019-01-01T11:00:00.0000000+01:00;0;11;d43253b2-c887-445e-a5b4-9ed5302585b4
0;0;2019-01-01T11:00:00.0000000+01:00;36;51;59ca8540-48c1-4c71-8974-06a05fb6b17e
0;0;2019-01-01T11:00:00.0000000+01:00;51;9;2a48a185-50cf-4ed9-87ac-55adc1170636
0;0;2019-01-01T11:00:00.0000000+01:00;4;0;8e9ee47c-8cfa-4662-b9c6-ce66bc63ba49
0;0;2019-01-01T11:00:00.0000000+01:00;40;51;3541f4ad-f6b3-48ad-ac66-a82ad64495af
0;0;2019-01-01T11:00:00.0000000+01:00;2;51;4b2a9051-e911-4b48-a24c-1daa352f9dd0
0;0;2019-01-01T11:00:00.0000000+01:00;29;51;2fb76e66-784a-4c15-a8f7-249f31d2c456
0;0;2019-01-01T11:00:00.0000000+01:00;51;25;40ed5735-7df3-4ffe-9de3-98fb815dc0a9
0;0;2019-01-01T11:00:00.0000000+01:00;0;46;2926ce31-8158-4856-9822-b3ba8226ed10
0;0;2019-01-01T11:00:00.0000000+01:00;21;51;f600d5c7-60fc-465b-a328-8a0a7b9b43a4
0;0;2019-01-01T11:00:00.0000000+01:00;51;30;f3e1b5ed-48b0-4c47-9d4f-47f60234a8a4
0;0;2019-01-01T11:00:00.0000000+01:00;50;51;0e374616-3e08-4fc8-8c1b-d2724459f6c2
0;0;2019-01-01T11:00:00.0000000+01:00;38;0;56312ee2-87e9-42c7-afaf-9f745bf8b2bf
0;0;2019-01-01T11:00:00.0000000+01:00;20;51;1a139387-4d79-4b1e-863f-559adbd49b5f
0;0;2019-01-01T11:00:00.0000000+01:00;51;24;0a8340e6-530e-4d80-b7e9-7369fc86cdbd
0;0;2019-01-01T11:00:00.0000000+01:00;46;0;85b17361-84a1-4065-a493-4727f8247552
0;0;2019-01-01T11:00:00.0000000+01:00;1;0;868419f9-7f3c-4bfe-a0d4-ba54d00f7770
0;0;2019-01-01T11:00:00.0000000+01:00;38;51;0fbebc77-45d5-41a1-969e-875d8caf299e
0;0;2019-01-01T11:00:00.0000000+01:00;51;32;3d8f3556-cda6-4c15-811f-7eb226782b68
0;0;2019-01-01T11:00:00.0000000+01:00;17;51;3433f413-e0c9-40da-82c2-d26d53be100d
0;0;2019-01-01T11:00:00.0000000+01:00;44;0;062cdfe0-64d6-4016-8407-3ae59b9bd169
0;0;2019-01-01T11:00:00.0000000+01:00;42;0;faefd870-fcfb-4f1d-a235-e6a7aadf401a
0;0;2019-01-01T11:00:00.0000000+01:00;0;19;61d10ec3-69cc-4ec9-8daa-4c027bf292cd
0;0;2019-01-01T11:00:00.0000000+01:00;0;0;e9e4ba00-2d98-42de-9227-082ba32a285e
0;0;2019-01-01T11:00:00.0000000+01:00;0;35;37b04bb4-4ee2-421e-8da4-88227442742f
0;0;2019-01-01T11:00:00.0000000+01:00;51;26;966dc906-1985-4790-a9c7-494b0ee71607
0;0;2019-01-01T11:00:00.0000000+01:00;11;0;b70ce642-b509-4120-974c-c91a90417089
0;0;2019-01-01T11:00:00.0000000+01:00;32;51;83e6cd4d-b16e-464e-9bca-5ce00729c6d2
0;0;2019-01-01T11:00:00.0000000+01:00;14;0;832e816f-3e6c-465a-ad29-939a7a739a23
0;0;2019-01-01T11:00:00.0000000+01:00;29;0;bfbd98c6-0bb9-457c-adb9-551f5af77ec9
0;0;2019-01-01T11:00:00.0000000+01:00;51;12;85cdf91e-5851-4053-be35-b1951aea8205
0;0;2019-01-01T11:00:00.0000000+01:00;51;36;03c0c81c-0725-4924-af6b-40130487777e
0;0;2019-01-01T11:00:00.0000000+01:00;51;7;573a088b-c526-417c-a452-57803621fa1d
0;0;2019-01-01T11:00:00.0000000+01:00;0;28;266dd7fe-d186-4b13-b1ab-f301e5f1f54d
0;0;2019-01-01T11:00:00.0000000+01:00;4;51;394c8913-61ec-40b9-a53f-e4c4f5b39308
0;0;2019-01-01T11:00:00.0000000+01:00;51;42;f91c7e03-ba09-4716-96df-3da2ff23be8b
0;0;2019-01-01T11:00:00.0000000+01:00;50;0;de4409c5-7fff-401a-9dda-116cd7a87293
0;0;2019-01-01T11:00:00.0000000+01:00;51;51;940f84b1-e7e9-4c4d-b42a-df79bf211d7a
0;0;2019-01-01T11:00:00.0000000+01:00;2;0;0bcdeb23-78f8-4b46-a34a-c5846f4d7599
0;0;2019-01-01T11:00:00.0000000+01:00;0;38;b440dbc5-1ba4-4f7f-858a-3147e58b883b
0;0;2019-01-01T11:00:00.0000000+01:00;0;3;a0057c52-5a65-40f9-8667-373f3fe506dc
0;0;2019-01-01T11:00:00.0000000+01:00;51;8;166c5681-8782-43ee-9ea9-7f24790ea363
0;0;2019-01-01T11:00:00.0000000+01:00;0;45;07471920-eece-4201-a41b-73bd524c5afb
0;0;2019-01-01T11:00:00.0000000+01:00;0;26;2fea7e94-085b-4bcc-bde4-03f21376d759
0;0;2019-01-01T11:00:00.0000000+01:00;12;51;42bca42b-c1c4-4dd0-af36-f831b8498258
0;0;2019-01-01T11:00:00.0000000+01:00;3;0;4aa46ac6-88d9-43a8-a515-5a5fd38124cd
0;0;2019-01-01T11:00:00.0000000+01:00;19;0;e2046da2-f6ce-4eaf-8f0a-0245c0221e8f
0;0;2019-01-01T11:00:00.0000000+01:00;3;51;3379c987-dc8f-4112-9632-9f9d981357b1
0;0;2019-01-01T11:00:00.0000000+01:00;48;51;6bb04c05-99d0-48ce-8487-ff7bc7517e04
0;0;2019-01-01T11:00:00.0000000+01:00;0;34;0da648e1-519e-4191-a6a2-ee9035d9e98d
0;0;2019-01-01T11:00:00.0000000+01:00;0;10;90ac8aa0-defc-4a56-82e5-7fae0de2dc3c
0;0;2019-01-01T11:00:00.0000000+01:00;22;0;8427b79f-2eaf-434f-8bb7-77de417bd7f8
0;0;2019-01-01T11:00:00.0000000+01:00;51;46;41fa11dd-1993-4b76-a575-9fb507131186
0;0;2019-01-01T11:00:00.0000000+01:00;5;0;cd7462ab-09ff-401c-b1be-8ca6068b04b6
0;0;2019-01-01T11:00:00.0000000+01:00;0;14;040ec06e-6e83-4688-9f53-6eb892b8dff1
0;0;2019-01-01T11:00:00.0000000+01:00;51;19;02a63287-44d3-4941-b751-3d8cf3b19776
0;0;2019-01-01T11:00:00.0000000+01:00;51;29;8d1e5644-2c3b-4544-b104-252fc18aa391
0;0;2019-01-01T11:00:00.0000000+01:00;51;44;9f2a3f5c-f2fc-4da5-96a4-8e9036d99547
0;0;2019-01-01T11:00:00.0000000+01:00;0;39;841bdf28-3613-4267-9c95-11076349496b
0;0;2019-01-01T11:00:00.0000000+01:00;17;0;65877391-d181-4c0d-b69c-3e8418878936
0;0;2019-01-01T11:00:00.0000000+01:00;0;49;a5382e72-ca41-43d8-986e-1e99d90a4314
0;0;2019-01-01T11:00:00.0000000+01:00;23;0;2b5c1db0-8dc0-4f4e-ba1d-353bf8eee522
0;0;2019-01-01T11:00:00.0000000+01:00;18;51;63992722-bf50-44c3-a9a8-20056016603b
0;0;2019-01-01T11:00:00.0000000+01:00;25;0;2dd27400-94a1-4f36-b650-bc069be4486f
0;0;2019-01-01T11:00:00.0000000+01:00;44;51;f25f290a-2e49-40e1-9629-f0a68e5f7801
0;0;2019-01-01T11:00:00.0000000+01:00;28;0;a585a4dd-ec89-42c5-915f-cff0044bc385
0;0;2019-01-01T11:00:00.0000000+01:00;51;5;bd74cbbb-ff10-4068-b4fa-e4e0aa560f02
0;0;2019-01-01T11:00:00.0000000+01:00;0;27;030bba9b-4ca4-4fe9-9dc1-911406a8ea09
0;0;2019-01-01T11:00:00.0000000+01:00;10;51;e67f1d26-4248-432d-8da1-5438833b4847
0;0;2019-01-01T11:00:00.0000000+01:00;51;50;eb026ac0-7b3d-44ba-a1f0-26272d37f033
0;0;2019-01-01T11:00:00.0000000+01:00;0;51;37d989ae-b6c1-43ff-b526-8f834d209f64
0;0;2019-01-01T11:00:00.0000000+01:00;33;0;4480f917-7512-428f-8342-7f93b441771b
0;0;2019-01-01T11:00:00.0000000+01:00;0;6;d8639196-380c-4206-a287-d1277a2cefd4
0;0;2019-01-01T11:00:00.0000000+01:00;0;50;6f1e975c-147e-4b14-8049-5952115242e2
0;0;2019-01-01T11:00:00.0000000+01:00;0;13;f95d628d-29ed-4e58-a275-ccf02f2f6a01
0;0;2019-01-01T11:00:00.0000000+01:00;6;0;bddfe98e-87bc-4c7b-a711-cdf9b08ad4a4
0;0;2019-01-01T11:00:00.0000000+01:00;27;0;e91df6d9-6d8b-4357-b2f4-6d5fc1f4fe56
0;0;2019-01-01T11:00:00.0000000+01:00;16;0;c4be477b-b367-4967-bc13-da879c4a6f55
0;0;2019-01-01T11:00:00.0000000+01:00;51;4;40571b39-b935-4417-a333-12b85d7cc295
0;0;2019-01-01T11:00:00.0000000+01:00;22;51;cee1a0bd-fe5c-4361-a053-4af27b99faea
0;0;2019-01-01T11:00:00.0000000+01:00;33;51;27654d1f-a650-46fa-8f4b-bab04fbb7b9e
0;0;2019-01-01T11:00:00.0000000+01:00;0;17;d348fff1-56d0-409c-a7ea-175799e8a269
0;0;2019-01-01T11:00:00.0000000+01:00;0;40;c0449eb0-480b-4ff5-bb09-9ad46b97a6e9
0;0;2019-01-01T11:00:00.0000000+01:00;51;39;004b9880-09bc-498e-9e0c-d6f1b9455820
0;0;2019-01-01T11:00:00.0000000+01:00;1;51;d9151767-c71f-432c-a310-b18e3fc816a6
0;0;2019-01-01T11:00:00.0000000+01:00;47;51;748faa2c-b207-4a61-9dc3-17bebda2af4e
0;0;2019-01-01T11:00:00.0000000+01:00;12;0;7f6d950e-92b6-48ca-bf24-88139f5bd2c7
0;0;2019-01-01T11:00:00.0000000+01:00;0;33;42c540b1-9c48-446a-bae4-1758230178ef
0;0;2019-01-01T11:00:00.0000000+01:00;0;29;7e819d2f-8e0a-4f0f-832c-7116b6b0cf62
0;0;2019-01-01T11:00:00.0000000+01:00;27;51;13f6cf37-ee55-4e25-a2e2-8a9ced9e2ff1
0;0;2019-01-01T11:00:00.0000000+01:00;9;51;f2cba71a-bdcd-4dd1-b3ac-0041d87f4895
0;0;2019-01-01T11:00:00.0000000+01:00;13;51;673fadf5-1a74-4d5f-9203-1c570e134e3e
0;0;2019-01-01T11:00:00.0000000+01:00;24;51;4ba0fa72-8861-4538-b5e9-71dc67d3760f
0;0;2019-01-01T11:00:00.0000000+01:00;45;0;cd878762-2fb8-44f7-a425-f7eedb40189b
0;0;2019-01-01T11:00:00.0000000+01:00;0;12;ff5bffb4-a74d-414b-827e-68ddbc451d0e
1;1;2019-01-01T11:00:01.0000000+01:00;23;51;1bc60dd4-92f4-4f84-be1e-99fa14ec0f63
1;1;2019-01-01T11:00:01.0000000+01:00;5;51;230a70e5-cfc4-4288-8e1a-34ac323c17ba
1;1;2019-01-01T11:00:01.0000000+01:00;0;44;b35ed733-64ad-4c7f-bb34-cdc315d1680f
1;1;2019-01-01T11:00:01.0000000+01:00;51;0;900f5961-5ae6-4185-a6a9-6286a8c7bbd7
1;1;2019-01-01T11:00:01.0000000+01:00;51;22;8be6a746-f9d6-4ec0-a0b8-9f21a36f327f
1;1;2019-01-01T11:00:01.0000000+01:00;0;24;9dbc4bb4-f2a0-440a-82ab-e95376618d01
1;1;2019-01-01T11:00:01.0000000+01:00;0;31;a1831dbb-c1d5-425c-9ba3-0e3a36086177
1;1;2019-01-01T11:00:01.0000000+01:00;30;0;dec57aaa-1578-4a3a-a8d6-12d336374c02
1;1;2019-01-01T11:00:01.0000000+01:00;51;21;6f1755df-acb6-4924-9462-6fb7d18dc6c9
1;1;2019-01-01T11:00:01.0000000+01:00;0;36;4117138c-453c-4127-936a-6c9d9259b829
1;1;2019-01-01T11:00:01.0000000+01:00;37;51;97500014-9597-4526-ae4a-77ab0ad88c90
1;1;2019-01-01T11:00:01.0000000+01:00;51;11;e5db7022-ec1b-40c1-b907-b41349c9130a
1;1;2019-01-01T11:00:01.0000000+01:00;26;51;240575a9-f428-4a52-81bf-ef0812834cbd
1;1;2019-01-01T11:00:01.0000000+01:00;0;42;25c07965-e9f1-4ce4-a136-b23b26384d30
1;1;2019-01-01T11:00:01.0000000+01:00;0;30;c0208357-03bd-4fde-bd28-3c9098ccfc80
1;1;2019-01-01T11:00:01.0000000+01:00;32;0;03ea6648-a3c1-4019-a73a-47f49840e167
1;1;2019-01-01T11:00:01.0000000+01:00;51;35;faefead1-38ba-4d81-9aaf-e0611fc0c729
1;1;2019-01-01T11:00:01.0000000+01:00;10;0;54257661-9526-4cf2-ada7-4d914b2d0f51
1;1;2019-01-01T11:00:01.0000000+01:00;31;0;f11fb6e6-1a5f-43d2-8805-0462493ec86e
1;1;2019-01-01T11:00:01.0000000+01:00;0;32;9c27ccba-60ac-4c99-95d5-0eed07703532
1;1;2019-01-01T11:00:01.0000000+01:00;51;28;00962050-8957-44a9-be1a-51272df7b333
1;1;2019-01-01T11:00:01.0000000+01:00;0;43;8dfe3f7a-f8fa-4f16-8eee-df22e5b8162f
1;1;2019-01-01T11:00:01.0000000+01:00;51;2;4704f55f-7a96-4a68-a84d-084f06e6bb53
1;1;2019-01-01T11:00:01.0000000+01:00;0;4;b8929a1f-1dcb-4ace-8161-9f765f1e7f25
1;1;2019-01-01T11:00:01.0000000+01:00;51;3;215ac715-077a-440a-b99e-6e98324146a6
1;1;2019-01-01T11:00:01.0000000+01:00;0;2;e1d9b32f-6447-4340-ac75-4e566e016582
1;1;2019-01-01T11:00:01.0000000+01:00;42;51;9792fc47-27b0-4148-869c-e2d45b1a2de6
1;1;2019-01-01T11:00:01.0000000+01:00;0;16;fdf79e46-1c44-44c3-aec3-4a7c12e52a99
1;1;2019-01-01T11:00:01.0000000+01:00;51;41;b0cf99d0-950e-40e6-9f27-aa0bd42c7837
1;1;2019-01-01T11:00:01.0000000+01:00;18;0;11177c11-0bb9-4132-b8e0-469f79915603
1;1;2019-01-01T11:00:01.0000000+01:00;8;49;74fb2af3-48f2-4ff6-b96a-7c99e84ad103
1;1;2019-01-01T11:00:01.0000000+01:00;13;0;a21b2338-33ec-4bdc-9111-c6052340d954
1;1;2019-01-01T11:00:01.0000000+01:00;11;51;92ebdd12-59b4-4136-baef-cb3c3d709afe
1;1;2019-01-01T11:00:01.0000000+01:00;41;0;f2e79469-87a1-4185-b826-6460b9adf2cb
1;1;2019-01-01T11:00:01.0000000+01:00;39;0;42b7bf41-113d-4af3-bbfc-aecbdd5b1108
1;1;2019-01-01T11:00:01.0000000+01:00;35;0;6a858fb1-9a98-4a90-a8e3-49b625815a88
1;1;2019-01-01T11:00:01.0000000+01:00;43;51;49c4c0a5-42fa-43f3-b867-0cd5fd5edcf7
1;1;2019-01-01T11:00:01.0000000+01:00;48;0;05e17768-5825-46eb-befc-931aab73e63a
1;1;2019-01-01T11:00:01.0000000+01:00;34;51;b73151af-0561-48e3-b4f3-1b4ed934b517
1;1;2019-01-01T11:00:01.0000000+01:00;51;13;c325eb4a-ddb8-4dcf-a18c-07c303d7e864
1;1;2019-01-01T11:00:01.0000000+01:00;15;0;841cd716-5c77-4fa7-ae61-7255cbb7fd06
1;1;2019-01-01T11:00:01.0000000+01:00;39;51;ba094fc6-21df-409c-9aa5-a6f81f976624
1;1;2019-01-01T11:00:01.0000000+01:00;6;51;b401dd17-80c8-4390-971d-955147c2369a
1;1;2019-01-01T11:00:01.0000000+01:00;25;51;5b396770-12e9-4969-a7b3-887dec0ee666
