Tick;Step;DateTime;actionPoints;color;currStance;energy;hasMoved;magazineCount;memberID;movementDelay;points;stage;tagged;taggedCounter;visibilityRange;visualRange;wasTagged;wasTaggedCounter;xSpawn;ySpawn;0_Position;1_Position;ID
10;10;2019-01-01T11:00:10.0000000+01:00;10;green;standing;100;False;5;2;0;0;0;False;0;10;10;False;0;50;50;40;40;a5b74f39-2252-4c8b-b5cb-77f57ad7b0d8
11;11;2019-01-01T11:00:11.0000000+01:00;10;green;standing;100;False;5;3;0;0;0;False;0;10;10;False;0;50;49;39;39;0e126fdc-eb6b-449e-9c3b-efa924e45bdb
11;11;2019-01-01T11:00:11.0000000+01:00;10;green;standing;100;False;5;1;0;0;0;False;0;10;10;False;0;49;50;39;39;793ea588-2711-4a5a-9738-a99c5d904fdd
11;11;2019-01-01T11:00:11.0000000+01:00;10;green;standing;100;False;5;2;0;0;0;False;0;10;10;False;0;50;50;39;39;a5b74f39-2252-4c8b-b5cb-77f57ad7b0d8
12;12;2019-01-01T11:00:12.0000000+01:00;10;green;standing;100;False;5;3;0;0;0;False;0;10;10;False;0;50;49;38;38;0e126fdc-eb6b-449e-9c3b-efa924e45bdb
12;12;2019-01-01T11:00:12.0000000+01:00;10;green;standing;100;False;5;1;0;0;0;False;0;10;10;False;0;49;50;38;38;793ea588-2711-4a5a-9738-a99c5d904fdd
12;12;2019-01-01T11:00:12.0000000+01:00;10;green;standing;100;False;5;2;0;0;0;False;0;10;10;False;0;50;50;38;38;a5b74f39-2252-4c8b-b5cb-77f57ad7b0d8
13;13;2019-01-01T11:00:13.0000000+01:00;10;green;standing;100;False;5;3;0;0;0;False;0;10;10;False;0;50;49;37;37;0e126fdc-eb6b-449e-9c3b-efa924e45bdb
13;13;2019-01-01T11:00:13.0000000+01:00;10;green;standing;100;False;5;1;0;0;0;False;0;10;10;False;0;49;50;37;37;793ea588-2711-4a5a-9738-a99c5d904fdd
13;13;2019-01-01T11:00:13.0000000+01:00;10;green;standing;100;False;5;2;0;0;0;False;0;10;10;False;0;50;50;37;37;a5b74f39-2252-4c8b-b5cb-77f57ad7b0d8
14;14;2019-01-01T11:00:14.0000000+01:00;10;green;standing;100;False;5;3;0;0;0;False;0;10;10;False;0;50;49;36;36;0e126fdc-eb6b-449e-9c3b-efa924e45bdb
14;14;2019-01-01T11:00:14.0000000+01:00;10;green;standing;100;False;5;1;0;0;0;False;0;10;10;False;0;49;50;36;36;793ea588-2711-4a5a-9738-a99c5d904fdd
14;14;2019-01-01T11:00:14.0000000+01:00;10;green;standing;100;False;5;2;0;0;0;False;0;10;10;False;0;50;50;36;36;a5b74f39-2252-4c8b-b5cb-77f57ad7b0d8
